valore,category_1,image_1,category_2,image_2,id_floritaly,id_actaplantarum,nome_com,link_imm,usi_attestati,wikipedia,wikispecies
Lagenaria siceraria (Molina) Standl.,Cucurbitaceae,Cucurbitaceae.png,Lagenaria,Lagenaria.png,3315,503315,"Zucca da vino, Zucca da farina, Zucca da fiaschi",https://www.actaplantarum.org/z_forum/immag/imm.php?i=592365,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Lagenaria_siceraria,https://species.wikimedia.org/wiki/Lagenaria_siceraria
Cupressus sempervirens L.,Cupressaceae,Cupressaceae.png,Cupressus,Cupressus.png,167,500167,Cipresso comune,https://www.actaplantarum.org/z_forum/immag/imm.php?i=12548,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Cupressus_sempervirens,https://species.wikimedia.org/wiki/Cupressus_sempervirens
Cupressus sp.,Cupressaceae,Cupressaceae.png,Cupressus,Cupressus.png,,,,,,https://it.wikipedia.org/wiki/Cupressus,https://species.wikimedia.org/wiki/Cupressus
Juniperus sp.,Cupressaceae,Cupressaceae.png,Juniperus,Juniperus.png,,,,,,https://it.wikipedia.org/wiki/Juniperus,https://species.wikimedia.org/wiki/Juniperus
Carex canescens L. subsp. canescens,Cyperaceae,Cyperaceae.png,Carex,Carex.png,7913,507913,"Carice cenerina, Carice canescente",https://www.actaplantarum.org/z_forum/immag/imm.php?i=94752,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Carex_canescens,https://species.wikimedia.org/wiki/Carex_canescens
Carex dioica L.,Cyperaceae,Cyperaceae.png,Carex,Carex.png,7908,507908,Carice dioica,https://www.actaplantarum.org/z_forum/immag/imm.php?i=181178,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Carex_dioica,https://species.wikimedia.org/wiki/Carex_dioica
Carex muricata L.,Cyperaceae,Cyperaceae.png,Carex,Carex.png,8665,508665,Carice muricata,,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Carex_muricata,https://species.wikimedia.org/wiki/Carex_muricata
Carex pseudocyperus L.,Cyperaceae,Cyperaceae.png,Carex,Carex.png,7923,507923,"Carice falso-cipero, Carice pseudocipero",https://www.actaplantarum.org/z_forum/immag/imm.php?i=485585,Uso artigianale,https://it.wikipedia.org/wiki/Carex_pseudocyperus,https://species.wikimedia.org/wiki/Carex_pseudocyperus
Carex sp.,Cyperaceae,Cyperaceae.png,Carex,Carex.png,,,,,,https://it.wikipedia.org/wiki/Carex,https://species.wikimedia.org/wiki/Carex
Carex strigosa Huds.,Cyperaceae,Cyperaceae.png,Carex,Carex.png,7930,507930,Carice delle frassinete,https://www.actaplantarum.org/z_forum/immag/imm.php?i=710002,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Carex_strigosa,https://species.wikimedia.org/wiki/Carex_strigosa
Cyperaceae ND,Cyperaceae,Cyperaceae.png,ND,Cyperaceae.png,2965,502965,"Euforbia cipressina, Erba cipressina",https://www.actaplantarum.org/z_forum/immag/imm.php?i=566909,Entità officinale,,
Cyperus papyrus L.,Cyperaceae,Cyperaceae.png,Cyperus,Cyperus.png,8454,508454,"Papiro, Papiro egiziano",https://www.actaplantarum.org/z_forum/immag/imm.php?i=160625,Entità commestibile; Entità ornamentale; Uso artigianale,https://it.wikipedia.org/wiki/Cyperus_papyrus,https://species.wikimedia.org/wiki/Cyperus_papyrus
Cyperus sp.,Cyperaceae,Cyperaceae.png,Cyperus,Cyperus.png,,,,,,https://it.wikipedia.org/wiki/Cyperus,https://species.wikimedia.org/wiki/Cyperus
Eleocharis palustris (L.) Roem. & Schult.,Cyperaceae,Cyperaceae.png,Eleocharis,Eleocharis.png,12141,512141,Giunchina comune,https://www.actaplantarum.org/z_forum/immag/imm.php?i=378314,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Eleocharis_palustris,https://species.wikimedia.org/wiki/Eleocharis_palustris
Eleocharis palustris (L.) Roem. & Schult. subsp. waltersii Bureš & Danihelka,Cyperaceae,Cyperaceae.png,Eleocharis,Eleocharis.png,12724,512724,Giunchina di Walters,,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Eleocharis_palustris,https://species.wikimedia.org/wiki/Eleocharis_palustris
Eleocharis palustris/uniglumis,Cyperaceae,Cyperaceae.png,Eleocharis,Eleocharis.png,,,,,,,
Eleocharis sp.,Cyperaceae,Cyperaceae.png,Eleocharis,Eleocharis.png,,,,,,https://en.wikipedia.org/wiki/Eleocharis,https://species.wikimedia.org/wiki/Eleocharis
Eriophorum angustifolium Honck. subsp. angustifolium,Cyperaceae,Cyperaceae.png,Eriophorum angustifolium,Eriophorum.png,8057,508057,"Pennacchi a foglie strette, Erioforo a foglie strette",https://www.actaplantarum.org/z_forum/immag/imm.php?i=391615,Entità officinale,https://it.wikipedia.org/wiki/Eriophorum_angustifolium,https://species.wikimedia.org/wiki/Eriophorum_angustifolium
Schoenoplectus lacustris (L.) Palla,Cyperaceae,Cyperaceae.png,Schoenoplectus lacustris,Schoenoplectus.png,8027,508027,"Lisca lacustre, Scirpo lacustre, Giunco delle stuoie",https://www.actaplantarum.org/z_forum/immag/imm.php?i=574178,Uso artigianale,https://it.wikipedia.org/wiki/Schoenoplectus_lacustris,https://species.wikimedia.org/wiki/Schoenoplectus_lacustris
Scirpus sp.,Cyperaceae,Cyperaceae.png,Scirpus,Scirpus.png,,,,,,https://en.wikipedia.org/wiki/Scirpus,https://species.wikimedia.org/wiki/Scirpus
Pteridium aquilinum (L.) Kuhn subsp. aquilinum,Dennstaedtiaceae,Dennstaedtiaceae.png,Pteridium aquilinum,Pteridium.png,68,500068,Felce aquilina,https://www.actaplantarum.org/z_forum/immag/imm.php?i=44161,Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Pteridium_aquilinum,https://species.wikimedia.org/wiki/Pteridium_aquilinum
Dipsacaceae ND,Dipsacaceae,Dipsacaceae.png,ND,Dennstaedtiaceae.png,10035,510035,"Fico d'India con spine contorte, Opunzia con spine contorte",https://www.actaplantarum.org/z_forum/immag/imm.php?i=593278,Entità commestibile Entità officinale; Entità ornamentale,,
Arbutus unedo L.,Ericaceae,Ericaceae.png,Arbutus unedo,Arbutus.png,3730,503730,"Corbezzolo, Albatro, Arbuto, Rossetto, Suorvo",https://www.actaplantarum.org/z_forum/immag/imm.php?i=359359,Entità commestibile Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Arbutus_unedo,https://species.wikimedia.org/wiki/Arbutus_unedo
Arctostaphylos uva-ursi (L.) Spreng.,Ericaceae,Ericaceae.png,Arctostaphylos uva-ursi,Arctostaphylos.png,3731,503731,"Uva ursina, Uva orsina comune, Arctostafilo dell'orso",https://www.actaplantarum.org/z_forum/immag/imm.php?i=225,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Arctostaphylos_uva-ursi,https://species.wikimedia.org/wiki/Arctostaphylos_uva-ursi
Erica arborea L.,Ericaceae,Ericaceae.png,Erica,Erica.png,3719,503719,"Erica arborea, Radica, Scopa, Scopone, Stipa, Ulice, Scopa da ciocco",https://www.actaplantarum.org/z_forum/immag/imm.php?i=38687,Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Erica_arborea,https://species.wikimedia.org/wiki/Erica_arborea
Erica sp.,Ericaceae,Ericaceae.png,Erica,Erica.png,,,,,,https://it.wikipedia.org/wiki/Erica,https://species.wikimedia.org/wiki/Erica
Euphorbia cyparissias L.,Euphorbiaceae,Euphorbiaceae.png,Euphorbia,Euphorbia.png,2965,502965,"Euforbia cipressina, Erba cipressina",https://www.actaplantarum.org/z_forum/immag/imm.php?i=566909,Entità officinale,https://it.wikipedia.org/wiki/Euphorbia_cyparissias,https://species.wikimedia.org/wiki/Euphorbia_cyparissias
Euphorbia helioscopia L. subsp. helioscopia,Euphorbiaceae,Euphorbiaceae.png,Euphorbia,Euphorbia.png,2933,502933,"Euforbia calenzuola, Erba verdona, Erba calenzuola, Calenzola",https://www.actaplantarum.org/z_forum/immag/imm.php?i=549261,Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Euphorbia_helioscopia,https://species.wikimedia.org/wiki/Euphorbia_helioscopia
Euphorbia peplus L.,Euphorbiaceae,Euphorbiaceae.png,Euphorbia,Euphorbia.png,2942,502942,Euforbia minore,https://www.actaplantarum.org/z_forum/immag/imm.php?i=208992,Entità officinale,https://it.wikipedia.org/wiki/Euphorbia_peplus,https://species.wikimedia.org/wiki/Euphorbia_peplus
Euphorbia sp.,Euphorbiaceae,Euphorbiaceae.png,Euphorbia,Euphorbia.png,,,,,,https://it.wikipedia.org/wiki/Euphorbia,https://species.wikimedia.org/wiki/Euphorbia
Mercurialis annua L.,Euphorbiaceae,Euphorbiaceae.png,Mercurialis annua,Mercurialis.png,2891,502891,"Mercorella comune, Mercorella annuale",https://www.actaplantarum.org/z_forum/immag/imm.php?i=618616,Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Mercurialis_annua,https://species.wikimedia.org/wiki/Mercurialis_annua
Acacia sp.,Fabaceae,Fabaceae.png,Acacia,Acacia.png,,,,,,https://it.wikipedia.org/wiki/Acacia,https://species.wikimedia.org/wiki/Acacia
Ceratonia siliqua L.,Fabaceae,Fabaceae.png,Ceratonia,Ceratonia.png,2240,502240,"Carrubo, Carrubbio",https://www.actaplantarum.org/z_forum/immag/imm.php?i=29482,Entità commestibile Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Ceratonia_siliqua,https://species.wikimedia.org/wiki/Ceratonia_siliqua
Cicer arietinum L. subsp. arietinum,Fabaceae,Fabaceae.png,Cicer arietinum,Cicer.png,2402,502402,Cece,https://www.actaplantarum.org/z_forum/immag/imm.php?i=577729,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Cicer_arietinum,https://species.wikimedia.org/wiki/Cicer_arietinum
Cicer sp.,Fabaceae,Fabaceae.png,Cicer sp.,Cicer.png,,,,,,https://it.wikipedia.org/wiki/Cicer,https://species.wikimedia.org/wiki/Cicer
Ervilia monanthos (L.) Opiz,Fabaceae,Fabaceae.png,Ervilia,Ervilia.png,2430,502430,"Veccia raggiante, Veccia articolata",,Nessun utilizzo noto,,
Ervilia sativa Link,Fabaceae,Fabaceae.png,Ervilia,Ervilia.png,2431,502431,"Veccia capogirlo, Veccia sativa, Vecciola",,Uso industriale,,https://species.wikimedia.org/wiki/Ervilia_sativa
Fabaceae ND,Fabaceae,Fabaceae.png,ND,Fabaceae.png,7693,507693,"Sparto delle dune, Sparto multicolore",https://www.actaplantarum.org/z_forum/immag/imm.php?i=434393,Nessun utilizzo noto,,
Fabaceae Vicia/Lathyrus sp.,Fabaceae,Fabaceae.png,Fabaceae Vicia/Lathyrus sp.,Fabaceae Vicia_Lathyrus sp.png,,,,,,,
Genista sp.,Fabaceae,Fabaceae.png,Genista,Genista.png,,,,,,https://it.wikipedia.org/wiki/Genista,https://species.wikimedia.org/wiki/Genista
Genista tinctoria L.,Fabaceae,Fabaceae.png,Genista,Genista.png,2279,502279,"Ginestra minore, Ginestra dei tintori, Ginestrella, Bacellina",https://www.actaplantarum.org/z_forum/immag/imm.php?i=18325,Entità officinale; Entità mellifera,https://it.wikipedia.org/wiki/Genista_tinctoria,https://species.wikimedia.org/wiki/Genista_tinctoria
Laburnum sp.,Fabaceae,Fabaceae.png,Laburnum sp.,Laburnum.png,,,,,,https://it.wikipedia.org/wiki/Laburnum,https://species.wikimedia.org/wiki/Laburnum
Lathyrus aphaca L. subsp. aphaca,Fabaceae,Fabaceae.png,Lathyrus aphaca subsp. aphaca,Lathyrus_aphaca.png,2511,502511,"Cicerchia bastarda, Majorella, Fior galletto, Afaga, Mullaghera, Vetriolo",https://www.actaplantarum.org/z_forum/immag/imm.php?i=32085,Entità commestibile,https://it.wikipedia.org/wiki/Lathyrus_aphaca,https://species.wikimedia.org/wiki/Lathyrus_aphaca
Lathyrus cicera L.,Fabaceae,Fabaceae.png,Lathyrus cicera,Lathyrus_cicera L.png,2502,502502,Cicerchia cicerchiella,https://www.actaplantarum.org/z_forum/immag/imm.php?i=369582,Entità commestibile,https://en.wikipedia.org/wiki/Lathyrus_cicera,https://species.wikimedia.org/wiki/Lathyrus_cicera
Lathyrus hirsutus L.,Fabaceae,Fabaceae.png,Lathyrus hirsutus,Lathyrus_hirsutus L.png,2507,502507,"Cicerchia pelosa, Cicerchia irsuta",https://www.actaplantarum.org/z_forum/immag/imm.php?i=446599,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Lathyrus_hirsutus,https://species.wikimedia.org/wiki/Lathyrus_hirsutus
Lathyrus niger (L.) Bernh.,Fabaceae,Fabaceae.png,Lathyrus niger,Lathyrus_niger.png,2473,502473,Cicerchia nera,https://www.actaplantarum.org/z_forum/immag/imm.php?i=50937,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Lathyrus_niger,https://species.wikimedia.org/wiki/Lathyrus_niger
Lathyrus nissolia L.,Fabaceae,Fabaceae.png,Lathyrus nissolia,Lathyrus_nissolia.png,2510,502510,"Cicerchia semplice, Cicerchia nissolia",https://www.actaplantarum.org/z_forum/immag/imm.php?i=234450,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Lathyrus_nissolia,https://species.wikimedia.org/wiki/Lathyrus_nissolia
Lathyrus oleraceus Lam.,Fabaceae,Fabaceae.png,Lathyrus oleraceus,Lathyrus_oleraceus.png,2512,502512,Pisello,https://www.actaplantarum.org/z_forum/immag/imm.php?i=356919,Entità commestibile Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Lathyrus_oleraceus,https://species.wikimedia.org/wiki/Lathyrus_oleraceus
"Lathyrus oleraceus Lam. subsp. biflorus (Raf.) H.Schaef., Coulot & Rabaute",Fabaceae,Fabaceae.png,Lathyrus oleraceus,Lathyrus_oleraceus.png,2514,502514,Pisello bifloro,https://www.actaplantarum.org/z_forum/immag/imm.php?i=121417,Entità commestibile,https://it.wikipedia.org/wiki/Lathyrus_oleraceus,https://species.wikimedia.org/wiki/Lathyrus_oleraceus
Lathyrus oleraceus Lam. subsp. oleraceus,Fabaceae,Fabaceae.png,Lathyrus oleraceus,Lathyrus_oleraceus.png,2513,502513,Pisello,https://www.actaplantarum.org/z_forum/immag/imm.php?i=704929,Entità commestibile,https://it.wikipedia.org/wiki/Lathyrus_oleraceus,https://species.wikimedia.org/wiki/Lathyrus_oleraceus
Lathyrus palustris L.,Fabaceae,Fabaceae.png,Lathyrus palustris,Lathyrus_palustris.png,2487,502487,Cicerchia palustre,https://www.actaplantarum.org/z_forum/immag/imm.php?i=40558,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Lathyrus_palustris,https://species.wikimedia.org/wiki/Lathyrus_palustris
Lathyrus sativus L.,Fabaceae,Fabaceae.png,Lathyrus sativus,Lathyrus_sativus.png,2503,502503,"Cicerchia comune, Cicerchia coltivata, Cece nero",https://www.actaplantarum.org/z_forum/immag/imm.php?i=581095,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Lathyrus_sativus,https://species.wikimedia.org/wiki/Lathyrus_sativus
Lathyrus sativus/cicera,Fabaceae,Fabaceae.png,Lathyrus sativus/cicera,Lathyrus_sativus_cicera.png,,,,,,,
Lathyrus sp.,Fabaceae,Fabaceae.png,Lathyrus sp.,Lathyrus.png,,,,,,https://it.wikipedia.org/wiki/Lathyrus,https://species.wikimedia.org/wiki/Lathyrus
Lotus corniculatus L. subsp. preslii (Ten.) P.Fourn.,Fabaceae,Fabaceae.png,Lotus corniculatus,Lotus.png,2703,502703,Ginestrino di Presl,https://www.actaplantarum.org/z_forum/immag/imm.php?i=566647,Entità officinale,https://it.wikipedia.org/wiki/Lotus_corniculatus,https://species.wikimedia.org/wiki/Lotus_corniculatus
Lupinus sp.,Fabaceae,Fabaceae.png,Lupinus sp.,Lupinus.png,,,,,,https://it.wikipedia.org/wiki/Lupinus,https://species.wikimedia.org/wiki/Lupinus
Medicago arabica (L.) Huds.,Fabaceae,Fabaceae.png,Medicago arabica (L.) Huds.,Medicago.png,2591,502591,Erba medica araba,https://www.actaplantarum.org/z_forum/immag/imm.php?i=651921,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Medicago_arabica,https://species.wikimedia.org/wiki/Medicago_arabica
Medicago lupulina L.,Fabaceae,Fabaceae.png,Medicago lupulina,Medicago.png,2566,502566,Erba medica lupulina,https://www.actaplantarum.org/z_forum/immag/imm.php?i=512039,Entità officinale,https://en.wikipedia.org/wiki/Medicago_lupulina,https://species.wikimedia.org/wiki/Medicago_lupulina
Medicago marina L.,Fabaceae,Fabaceae.png,Medicago marina,Medicago.png,2573,502573,Erba medica marina,https://www.actaplantarum.org/z_forum/immag/imm.php?i=114386,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Medicago_marina,https://species.wikimedia.org/wiki/Medicago_marina
Medicago polymorpha L.,Fabaceae,Fabaceae.png,Medicago polymorpha,Medicago.png,2592,502592,Erba medica polimorfa,https://www.actaplantarum.org/z_forum/immag/imm.php?i=69906,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Medicago_polymorpha,https://species.wikimedia.org/wiki/Medicago_polymorpha
Medicago sativa L.,Fabaceae,Fabaceae.png,Medicago sativa,Medicago.png,2568,502568,"Erba medica, Erba medica coltivata, Erba Spagna, Medica",https://www.actaplantarum.org/z_forum/immag/imm.php?i=33035,Entità officinale,https://it.wikipedia.org/wiki/Medicago_sativa,https://species.wikimedia.org/wiki/Medicago_sativa
Medicago sp.,Fabaceae,Fabaceae.png,Medicago sp.,Medicago.png,,,,,,https://it.wikipedia.org/wiki/Medicago,https://species.wikimedia.org/wiki/Medicago
Pulses ND,Fabaceae,Fabaceae.png,Pulses ND,Pulses ND.png,240,500240,"Pioppo canadese, Pioppo deltoide",https://www.actaplantarum.org/z_forum/immag/imm.php?i=720576,Uso forestale,,
Sulla coronaria (L.) B.H.Choi & H.Ohashi,Fabaceae,Fabaceae.png,Sulla coronaria,Sulla.png,2777,502777,"Sulla comune, Guardarubio",https://www.actaplantarum.org/z_forum/immag/imm.php?i=80925,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Sulla_coronaria,https://species.wikimedia.org/wiki/Sulla_coronaria
Trifolium arvense L. subsp. gracile (Thuill.) Nyman,Fabaceae,Fabaceae.png,Trifolium,Trifolium.png,2645,502645,Trifoglio gracile,,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Trifolium_arvense,https://species.wikimedia.org/wiki/Trifolium_arvense
Trifolium campestre Schreb.,Fabaceae,Fabaceae.png,Trifolium,Trifolium.png,2636,502636,Trifoglio campestre,https://www.actaplantarum.org/z_forum/immag/imm.php?i=49913,Entità officinale; Entità mellifera,https://en.wikipedia.org/wiki/Trifolium_campestre,https://species.wikimedia.org/wiki/Trifolium_campestre
Trifolium campestre/dubium,Fabaceae,Fabaceae.png,Trifolium,Trifolium.png,,,,,,,
Trifolium hybridum L. subsp. hybridum,Fabaceae,Fabaceae.png,Trifolium,Trifolium.png,2611,502611,Trifoglio ibrido,https://www.actaplantarum.org/z_forum/immag/imm.php?i=307182,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Trifolium_hybridum,https://species.wikimedia.org/wiki/Trifolium_hybridum
Trifolium incarnatum L. subsp. molinerii (Balb. ex Hornem.) Ces.,Fabaceae,Fabaceae.png,Trifolium,Trifolium.png,2656,502656,Trifoglio di Molineri,https://www.actaplantarum.org/z_forum/immag/imm.php?i=527718,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Trifolium_incarnatum,https://species.wikimedia.org/wiki/Trifolium_incarnatum
Trifolium micranthum Viv.,Fabaceae,Fabaceae.png,Trifolium,Trifolium.png,2639,502639,"Trifoglio a fiore piccolo, Trifoglio a fiori piccoli",https://www.actaplantarum.org/z_forum/immag/imm.php?i=561094,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Trifolium_micranthum,https://species.wikimedia.org/wiki/Trifolium_micranthum
Trifolium montanum L.,Fabaceae,Fabaceae.png,Trifolium,Trifolium.png,2602,502602,Trifoglio montano,https://www.actaplantarum.org/z_forum/immag/imm.php?i=581320,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Trifolium_montanum,https://species.wikimedia.org/wiki/Trifolium_montanum
Trifolium pratense L. subsp. semipurpureum (Strobl) Pignatti,Fabaceae,Fabaceae.png,Trifolium,Trifolium.png,2660,502660,Trifoglio semipurpureo,https://www.actaplantarum.org/z_forum/immag/imm.php?i=611554,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Trifolium_pratense,https://species.wikimedia.org/wiki/Trifolium_pratense
Trifolium repens L.,Fabaceae,Fabaceae.png,Trifolium,Trifolium.png,2605,502605,"Trifoglio ladino, Trifoglio bianco",https://www.actaplantarum.org/z_forum/immag/imm.php?i=773493,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Trifolium_repens,https://species.wikimedia.org/wiki/Trifolium_repens
Trifolium sp.,Fabaceae,Fabaceae.png,Trifolium,Trifolium.png,,,,,,https://it.wikipedia.org/wiki/Trifolium,https://species.wikimedia.org/wiki/Trifolium
Trifolium striatum L. subsp. tenuiflorum (Ten.) Kožuharov,Fabaceae,Fabaceae.png,Trifolium,Trifolium.png,2642,502642,Trifoglio dai fiori esili,https://www.actaplantarum.org/z_forum/immag/imm.php?i=86185,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Trifolium_striatum,https://species.wikimedia.org/wiki/Trifolium_striatum
Trifolium yanninicum (Katzn. & F.H.W.Morley) F.H.W.Morley,Fabaceae,Fabaceae.png,Trifolium,Trifolium.png,11541,511541,Trifoglio di Gianina,,Uso industriale,,
Trigonella alba (Medik.) Coulot & Rabaute,Fabaceae,Fabaceae.png,Trigonella,Trigonella.png,2550,502550,Meliloto bianco,https://www.actaplantarum.org/z_forum/immag/imm.php?i=206629,Entità officinale; Entità mellifera; Uso artigianale,,https://species.wikimedia.org/wiki/Trigonella_alba
Trigonella officinalis (L.) Coulot & Rabaute,Fabaceae,Fabaceae.png,Trigonella,Trigonella.png,2551,502551,Meliloto comune,https://www.actaplantarum.org/z_forum/immag/imm.php?i=363704,Entità commestibile Entità officinale,,https://species.wikimedia.org/wiki/Trigonella_officinalis
Trigonella sp.,Fabaceae,Fabaceae.png,Trigonella,Trigonella.png,,,,,,https://it.wikipedia.org/wiki/Trigonella,https://species.wikimedia.org/wiki/Trigonella
Vicia cracca L.,Fabaceae,Fabaceae.png,Vicia cracca,Vicia_cracca.png,2420,502420,"Veccia montanina, Veccia cracca",https://www.actaplantarum.org/z_forum/immag/imm.php?i=372160,Entità commestibile Entità officinale; Uso artigianale,https://en.wikipedia.org/wiki/Vicia_cracca,https://species.wikimedia.org/wiki/Vicia_cracca
Vicia faba L.,Fabaceae,Fabaceae.png,Vicia faba,Vicia_faba.png,2462,502462,Fava,https://www.actaplantarum.org/z_forum/immag/imm.php?i=77315,Entità commestibile Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Vicia_faba,https://species.wikimedia.org/wiki/Vicia_faba
Vicia faba/narbonensis,Fabaceae,Fabaceae.png,Vicia faba,Vicia_faba.png,,,,,,,
Vicia grandiflora Scop.,Fabaceae,Fabaceae.png,Vicia grandiflora,-,2441,502441,"Veccia farfallona, Veccia a fiori grandi",https://www.actaplantarum.org/z_forum/immag/imm.php?i=56544,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Vicia_grandiflora,https://species.wikimedia.org/wiki/Vicia_grandiflora
Vicia lens (L.) Coss. & Germ.,Fabaceae,Fabaceae.png,Vicia lens,Vicia_lens.png,12594,512594,"Lenticchia comune, Lenticchia coltivata",https://www.actaplantarum.org/z_forum/immag/imm.php?i=578455,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Vicia_lens,https://species.wikimedia.org/wiki/Vicia_lens
Vicia lens (L.) Coss. & Germ. subsp. lens,Fabaceae,Fabaceae.png,Vicia lens,Vicia_lens.png,2466,502466,"Lenticchia comune, Lenticchia coltivata",,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Vicia_lens,https://species.wikimedia.org/wiki/Vicia_lens
Vicia sativa L.,Fabaceae,Fabaceae.png,Vicia sativa,Vicia_sativa.png,2447,502447,"Veccia dolce, Veccia comune",https://www.actaplantarum.org/z_forum/immag/imm.php?i=601989,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Vicia_sativa,https://species.wikimedia.org/wiki/Vicia_sativa
Vicia sp.,Fabaceae,Fabaceae.png,Vicia sp.,Vicia.png,,,,,,https://it.wikipedia.org/wiki/Vicia,https://species.wikimedia.org/wiki/Vicia
Vicia villosa Roth,Fabaceae,Fabaceae.png,Vicia villosa,Vicia_villosa.png,2416,502416,Veccia pelosa,https://www.actaplantarum.org/z_forum/immag/imm.php?i=341149,Entità commestibile Entità officinale,https://en.wikipedia.org/wiki/Vicia_villosa,https://species.wikimedia.org/wiki/Vicia_villosa
Vigna unguiculata (L.) Walp. subsp. unguiculata,Fabaceae,Fabaceae.png,Vigna unguiculata,Vigna.png,8644,508644,"Fagiuolini, Cornetti, Tegoline, Fagiuoli dall'occhio",https://www.actaplantarum.org/z_forum/immag/imm.php?i=578684,Entità commestibile,https://it.wikipedia.org/wiki/Vigna_unguiculata,https://species.wikimedia.org/wiki/Vigna_unguiculata
Calepina/Trigonella sp. ,Fabaceae,Fabaceae.png,Calepina/Trigonella sp. ,Calepina_Trigonella.png,,,,,,,
Lathyrus/Vicia sp. ,Fabaceae,Fabaceae.png,Lathyrus/Vicia sp. ,Lathyrus_Vicia.png,,,,,,,
Medicago/Lotus sp. ,Fabaceae,Fabaceae.png,Medicago/Lotus sp. ,Medicago_Lotus.png,,,,,,,
Medicago/Trigonella sp. ,Fabaceae,Fabaceae.png,Medicago/Trigonella sp. ,Medicago_Trigonella.png,,,,,,,
Castanea sativa Mill.,Fagaceae,Fagaceae.png,Castanea sativa,Castanea_sativa.png,260,500260,"Castagno comune, Castagno",https://www.actaplantarum.org/z_forum/immag/imm.php?i=699320,Entità commestibile Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Castanea_sativa,https://species.wikimedia.org/wiki/Castanea_sativa
Castanea sp.,Fagaceae,Fagaceae.png,Castanea,Castanea.png,,,,,,https://it.wikipedia.org/wiki/Castanea,https://species.wikimedia.org/wiki/Castanea
Fagaceae ND,Fagaceae,Fagaceae.png,ND,Fagaceae.png,,,,,,,
Fagus sp.,Fagaceae,Fagaceae.png,Fagus,Fagus.png,,,,,,https://it.wikipedia.org/wiki/Fagus,https://species.wikimedia.org/wiki/Fagus
Fagus sylvatica L. subsp. sylvatica,Fagaceae,Fagaceae.png,Fagus,Fagus.png,,,,,,https://it.wikipedia.org/wiki/Fagus_sylvatica,https://species.wikimedia.org/wiki/Fagus_sylvatica
Quercus cerris L.,Fagaceae,Fagaceae.png,Quercus,Quercus.png,267,500267,"Quercia cerro, Cerro",https://www.actaplantarum.org/z_forum/immag/imm.php?i=540233,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Quercus_cerris,https://species.wikimedia.org/wiki/Quercus_cerris
Quercus ilex L.,Fagaceae,Fagaceae.png,Quercus,Quercus.png,263,500263,"Quercia leccio, Leccio, Elce, Elice",https://www.actaplantarum.org/z_forum/immag/imm.php?i=614976,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Quercus_ilex,https://species.wikimedia.org/wiki/Quercus_ilex
