valore,category_1,image_1,category_2,image_2,id_floritaly,id_actaplantarum,nome_com,link_imm,usi_attestati,wikipedia,wikispecies
Briza media L.,Poaceae,Poaceae.png,Briza media,Briza.png,7161,507161,"Sonaglini comuni, Briza intermedia",https://www.actaplantarum.org/z_forum/immag/imm.php?i=91015,Entità commestibile,https://en.wikipedia.org/wiki/Briza_media,https://species.wikimedia.org/wiki/Briza_media
Bromus secalinus L.,Poaceae,Poaceae.png,Bromus,Bromus.png,7411,507411,Forasacco della segale,https://www.actaplantarum.org/z_forum/immag/imm.php?i=91847,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Bromus_secalinus,https://species.wikimedia.org/wiki/Bromus_secalinus
Bromus sp.,Poaceae,Poaceae.png,Bromus,Bromus.png,,,,,,https://it.wikipedia.org/wiki/Bromus,https://species.wikimedia.org/wiki/Bromus
Echinochloa crus-galli (L.) P.Beauv. subsp. crus-galli,Poaceae,Poaceae.png,Echinochloa,Echinochloa.png,9014,509014,"Giavone comune, Giavone spiralato, Panico piede di gallo",https://www.actaplantarum.org/z_forum/immag/imm.php?i=26133,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Echinochloa_crus-galli,https://species.wikimedia.org/wiki/Echinochloa_crus-galli
Echinochloa sp.,Poaceae,Poaceae.png,Echinochloa,Echinochloa.png,,,,,,https://it.wikipedia.org/wiki/Echinochloa,https://species.wikimedia.org/wiki/Echinochloa
Festuca sp.,Poaceae,Poaceae.png,Festuca sp.,Festuca.png,,,,,,https://it.wikipedia.org/wiki/Festuca,https://species.wikimedia.org/wiki/Festuca
Hordeum sp.,Poaceae,Poaceae.png,Hordeum,Hordeum.png,,,,,,https://it.wikipedia.org/wiki/Hordeum,https://species.wikimedia.org/wiki/Hordeum
Hordeum vulgare L. subsp. vulgare,Poaceae,Poaceae.png,Hordeum,Hordeum.png,7453,507453,"Orzo coltivato, Orzo, Orzo comune",https://www.actaplantarum.org/z_forum/immag/imm.php?i=15788,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Hordeum_vulgare,https://species.wikimedia.org/wiki/Hordeum_vulgare
Lolium multiflorum Lam.,Poaceae,Poaceae.png,Lolium,Lolium.png,7382,507382,"Loglio maggiore, Loglietto, Loiessa",https://www.actaplantarum.org/z_forum/immag/imm.php?i=538647,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Lolium_multiflorum,https://species.wikimedia.org/wiki/Lolium_multiflorum
Lolium perenne L.,Poaceae,Poaceae.png,Lolium,Lolium.png,7381,507381,"Loglio comune, Loglio perenne, Loglierella",https://www.actaplantarum.org/z_forum/immag/imm.php?i=590061,Entità officinale,https://it.wikipedia.org/wiki/Lolium_perenne,https://species.wikimedia.org/wiki/Lolium_perenne
Lolium sp.,Poaceae,Poaceae.png,Lolium,Lolium.png,,,,,,https://it.wikipedia.org/wiki/Lolium,https://species.wikimedia.org/wiki/Lolium
Lolium temulentum L.,Poaceae,Poaceae.png,Lolium,Lolium.png,7388,507388,"Loglio ubriacante, Zizzania",https://www.actaplantarum.org/z_forum/immag/imm.php?i=446829,Entità officinale,https://it.wikipedia.org/wiki/Lolium_temulentum,https://species.wikimedia.org/wiki/Lolium_temulentum
Melica sp.,Poaceae,Poaceae.png,Melica,Melica.png,,,,,,https://it.wikipedia.org/wiki/Melica,https://species.wikimedia.org/wiki/Melica
Oryza sativa L. subsp. sativa,Poaceae,Poaceae.png,Oryza sativa,Oryza_sativa.png,7773,507773,Riso,https://www.actaplantarum.org/z_forum/immag/imm.php?i=75024,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Oryza_sativa,https://species.wikimedia.org/wiki/Oryza_sativa
Panicum miliaceum L.,Poaceae,Poaceae.png,Panicum,Panicum.png,7776,507776,"Panico coltivato, Panico migliaceo, Pabbio, Miglio nostrano, Miglio coltivato",https://www.actaplantarum.org/z_forum/immag/imm.php?i=101501,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Panicum_miliaceum,https://species.wikimedia.org/wiki/Panicum_miliaceum
Panicum sp.,Poaceae,Poaceae.png,Panicum,Panicum.png,,,,,,https://it.wikipedia.org/wiki/Panicum,https://species.wikimedia.org/wiki/Panicum
Phalaris sp.,Poaceae,Poaceae.png,Phalaris sp.,Phalaris.png,,,,,,https://it.wikipedia.org/wiki/Phalaris,https://species.wikimedia.org/wiki/Phalaris
Phragmites australis (Cav.) Trin. ex Steud.,Poaceae,Poaceae.png,Phragmites australis,Phragmites.png,7644,507644,"Cannuccia di palude, Canna di palude, Canna da spazzole",https://www.actaplantarum.org/z_forum/immag/imm.php?i=37315,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Phragmites_australis,https://species.wikimedia.org/wiki/Phragmites_australis
Poa sp.,Poaceae,Poaceae.png,Poa sp.,Poa.png,,,,,,https://it.wikipedia.org/wiki/Poa,https://species.wikimedia.org/wiki/Poa
Poaceae ND,Poaceae,Poaceae.png,ND,Poaceae.png,,,,,,,
Secale cereale L. subsp. cereale,Poaceae,Poaceae.png,Secale cereale,Secale cereale L. subsp. cereale.png,7483,507483,"Segale comune, Segale",https://www.actaplantarum.org/z_forum/immag/imm.php?i=29790,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Secale_cereale,https://species.wikimedia.org/wiki/Secale_cereale
Secale/Triticum,Poaceae,Poaceae.png,Secale/Triticum,Secale/Triticum.png,,,,,,,
Setaria italica (L.) P.Beauv.,Poaceae,Poaceae.png,Setaria italica (L.) P.Beauv.,Setaria.png,10530,510530,"Pabbio coltivato, Setaria coltivata, Setaria italica, Panico, Miglio degli uccelli",https://www.actaplantarum.org/z_forum/immag/imm.php?i=603002,Entità commestibile; Uso industriale,https://it.wikipedia.org/wiki/Setaria_italica,https://species.wikimedia.org/wiki/Setaria_italica
Setaria sp.,Poaceae,Poaceae.png,Setaria sp.,Setaria.png,,,,,,https://it.wikipedia.org/wiki/Setaria,https://species.wikimedia.org/wiki/Setaria
Sorghum sp.,Poaceae,Poaceae.png,Sorghum sp.,Sorghum.png,,,,,,https://it.wikipedia.org/wiki/Sorghum,https://species.wikimedia.org/wiki/Sorghum
Triticum aestivum L.,Poaceae,Poaceae.png,Triticum aestivum,Triticum_aestivum.png,11594,511594,"Grano tenero, Frumento, Frumento d'estate, Civitella, Marzuolo",https://www.actaplantarum.org/z_forum/immag/imm.php?i=570941,Entità commestibile Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Triticum_aestivum,https://species.wikimedia.org/wiki/Triticum_aestivum
Triticum aestivum L. subsp. compactum (Host) Mac Key,Poaceae,Poaceae.png,Triticum aestivum,Triticum_aestivum.png,11595,511595,Grano compatto,,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Triticum_aestivum,https://species.wikimedia.org/wiki/Triticum_aestivum
Triticum aestivum L. subsp. spelta (L.) Thell.,Poaceae,Poaceae.png,Triticum aestivum,Triticum_aestivum.png,11596,511596,Farro spelta,,Entità commestibile,https://it.wikipedia.org/wiki/Triticum_aestivum,https://species.wikimedia.org/wiki/Triticum_aestivum
Triticum aestivum/turgidum subsp. durum,Poaceae,Poaceae.png,Triticum aestivum/turgidum subsp. durum,Triticum_aestivum_turgidum.png,,,,,,,
Triticum monococcum L. subsp. monococcum,Poaceae,Poaceae.png,Triticum monococcum,Triticum_monococcum.png,9921,509921,"Farro monococco, Frumento invernale, Piccolo Farro",,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Triticum_monococcum,https://species.wikimedia.org/wiki/Triticum_monococcum
Triticum monococcum/turgidum subsp. dicoccon,Poaceae,Poaceae.png,Triticum monococcum/turgidum subsp. dicoccon,Triticum_monococcum_dicoccon.png,,,,,,,
Triticum sp.,Poaceae,Poaceae.png,Triticum sp.,Triticum.png,,,,,,https://it.wikipedia.org/wiki/Triticum,https://species.wikimedia.org/wiki/Triticum
Triticum turgidum L.,Poaceae,Poaceae.png,Triticum turgidum,Triticum_turgidum.png,11554,511554,"Grano grosso, Farro",https://www.actaplantarum.org/z_forum/immag/imm.php?i=108279,Entità commestibile Entità officinale; Uso cosmetico profumiero; Uso artigianale,https://it.wikipedia.org/wiki/Triticum_turgidum,https://species.wikimedia.org/wiki/Triticum_turgidum
Triticum turgidum L. subsp. dicoccon (Schrank ex Schübl.) Thell.,Poaceae,Poaceae.png,Triticum turgidum subsp. Dicoccon,Triticum_dicoccon.png,10284,510284,"Farro dicocco, Farro medio, Emmer",,Entità commestibile,https://it.wikipedia.org/wiki/Triticum_turgidum,https://species.wikimedia.org/wiki/Triticum_turgidum
Triticum turgidum L. subsp. dicoccon/aestivum subsp. spelta,Poaceae,Poaceae.png,Triticum turgidum subsp. dicoccon/aestivum subsp. spelta,Triticum_dicoccon_spelta.png,,,,,,,
Triticum turgidum L. subsp. durum (Desf.) Husn.,Poaceae,Poaceae.png,Triticum turgidum subsp. Durum,Triticum_durum.png,7485,507485,Grano duro,https://www.actaplantarum.org/z_forum/immag/imm.php?i=207024,Entità commestibile,https://it.wikipedia.org/wiki/Triticum_turgidum,https://species.wikimedia.org/wiki/Triticum_turgidum
Triticum turgidum L. subsp. turgidum,Poaceae,Poaceae.png,Triticum turgidum subsp. turgidum,Triticum_turgidum.png,10315,510315,"Grano grosso, Farro",,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Triticum_turgidum,https://species.wikimedia.org/wiki/Triticum_turgidum
Arundo/Phragmites sp. ,Poaceae,Poaceae.png,Arundo/Phragmites sp. ,Arundo_Phragmites.png,,,,,,,
Avena fatua/sterilis,Poaceae,Poaceae.png,Avena fatua/sterilis,Avena fatua_sterilis.png,,,,,,,
Avena/Bromus sp. ,Poaceae,Poaceae.png,Avena/Bromus sp. ,Avena_Bromus.png,,,,,,,
Hordeum/Triticum sp. ,Poaceae,Poaceae.png,Hordeum/Triticum sp. ,Hordeum_Triticum.png,,,,,,,
Panicum/Setaria sp. ,Poaceae,Poaceae.png,Panicum/Setaria sp. ,Panicum_Setaria.png,,,,,,,
Phleum/Poa sp. ,Poaceae,Poaceae.png,Phleum/Poa sp. ,Phleum_Poa.png,,,,,,,
Poaceae,Poaceae,Poaceae.png,ND,Poaceae.png,4068,504068,Apocino veneziano,https://www.actaplantarum.org/z_forum/immag/imm.php?i=379312,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Poaceae,https://species.wikimedia.org/wiki/Poaceae
Fallopia convolvulus (L.) Á.Löve,Polygonaceae,Polygonaceae.png,Fallopia convolvulu,Fallopia_convolvulus.png,387,500387,"Poligono convolvolo, Fallopia convolvolo",https://www.actaplantarum.org/z_forum/immag/imm.php?i=667109,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Fallopia_convolvulus,https://species.wikimedia.org/wiki/Fallopia_convolvulus
Persicaria hydropiper (L.) Delarbre,Polygonaceae,Polygonaceae.png,Persicaria,Persicaria.png,371,500371,Poligono pepe d'acqua,https://www.actaplantarum.org/z_forum/immag/imm.php?i=377370,Entità officinale,https://en.wikipedia.org/wiki/Persicaria_hydropiper,https://species.wikimedia.org/wiki/Persicaria_hydropiper
Persicaria lapathifolia (L.) Delarbre subsp. pallida (With.) Á.Löve,Polygonaceae,Polygonaceae.png,Persicaria,Persicaria.png,375,500375,Poligono pallido,https://www.actaplantarum.org/z_forum/immag/imm.php?i=585862,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Persicaria_lapathifolia,https://species.wikimedia.org/wiki/Persicaria_lapathifolia
Persicaria maculosa Gray,Polygonaceae,Polygonaceae.png,Persicaria,Persicaria.png,376,500376,Poligono persicaria,https://www.actaplantarum.org/z_forum/immag/imm.php?i=365584,Entità commestibile,https://it.wikipedia.org/wiki/Persicaria_maculosa,https://species.wikimedia.org/wiki/Persicaria_maculosa
Persicaria sp.,Polygonaceae,Polygonaceae.png,Persicaria,Persicaria.png,,,,,,https://it.wikipedia.org/wiki/Persicaria,https://species.wikimedia.org/wiki/Persicaria
Polygonaceae ND,Polygonaceae,Polygonaceae.png,ND,Polygonaceae.png,6958,506958,"Sigillo di Salomone comune, Ginocchietto",https://www.actaplantarum.org/z_forum/immag/imm.php?i=8516,Entità officinale,,
Polygonum aviculare L. subsp. aviculare,Polygonaceae,Polygonaceae.png,Polygonum,Polygonum.png,364,500364,"Poligono centinodia, Poligono degli uccelli, Poligono centinoda, Correggiola, Centinoda",https://www.actaplantarum.org/z_forum/immag/imm.php?i=643233,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Polygonum_aviculare,https://species.wikimedia.org/wiki/Polygonum_aviculare
Polygonum rurivagum Jord. ex Boreau,Polygonaceae,Polygonaceae.png,Polygonum,Polygonum.png,365,500365,"Poligono campagnuolo, Poligono campagnolo",https://www.actaplantarum.org/z_forum/immag/imm.php?i=541073,Entità officinale,https://en.wikipedia.org/wiki/Polygonum_rurivagum,
Polygonum sp.,Polygonaceae,Polygonaceae.png,Polygonum,Polygonum.png,,,,,,https://it.wikipedia.org/wiki/Polygonum,https://species.wikimedia.org/wiki/Polygonum
Rumex acetosella L. subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd,Polygonaceae,Polygonaceae.png,Rumex,Rumex.png,398,500398,"Romice con frutto rinchiuso, Romice dei Pirenei",https://www.actaplantarum.org/z_forum/immag/imm.php?i=546371,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Rumex_acetosella,https://species.wikimedia.org/wiki/Rumex_acetosella
Rumex arifolius All.,Polygonaceae,Polygonaceae.png,Rumex,Rumex.png,407,500407,"Romice di montagna, Romice a foglie amplessicauli",https://www.actaplantarum.org/z_forum/immag/imm.php?i=764087,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Rumex_arifolius,https://species.wikimedia.org/wiki/Rumex_arifolius
Rumex crispus L.,Polygonaceae,Polygonaceae.png,Rumex,Rumex.png,422,500422,"Romice crespo, Romice crespa",https://www.actaplantarum.org/z_forum/immag/imm.php?i=183967,Entità commestibile Entità officinale,https://it.wikipedia.org/wiki/Rumex_crispus,https://species.wikimedia.org/wiki/Rumex_crispus
Rumex crispus/obtusifolius,Polygonaceae,Polygonaceae.png,Rumex,Rumex.png,,,,,,,
Rumex hydrolapathum Huds.,Polygonaceae,Polygonaceae.png,Rumex,Rumex.png,417,500417,Romice tabacco di palude,https://www.actaplantarum.org/z_forum/immag/imm.php?i=95191,Entità commestibile Entità officinale,https://en.wikipedia.org/wiki/Rumex_hydrolapathum,https://species.wikimedia.org/wiki/Rumex_hydrolapathum
Rumex obtusifolius L.,Polygonaceae,Polygonaceae.png,Rumex,Rumex.png,431,500431,Romice comune,https://www.actaplantarum.org/z_forum/immag/imm.php?i=684621,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Rumex_obtusifolius,https://species.wikimedia.org/wiki/Rumex_obtusifolius
Rumex palustris Sm.,Polygonaceae,Polygonaceae.png,Rumex,Rumex.png,436,500436,Romice palustre,https://www.actaplantarum.org/z_forum/immag/imm.php?i=429263,Nessun utilizzo noto,https://en.wikipedia.org/wiki/Rumex_palustris,https://species.wikimedia.org/wiki/Rumex_palustris
Rumex sanguineus L.,Polygonaceae,Polygonaceae.png,Rumex,Rumex.png,424,500424,"Romice sanguineo, Romice sanguinea",https://www.actaplantarum.org/z_forum/immag/imm.php?i=54077,Entità officinale,https://en.wikipedia.org/wiki/Rumex_sanguineus,https://species.wikimedia.org/wiki/Rumex_sanguineus
Rumex sp.,Polygonaceae,Polygonaceae.png,Rumex,Rumex.png,,,,,,https://it.wikipedia.org/wiki/Rumex,https://species.wikimedia.org/wiki/Rumex
Polygonum/Rumex sp. ,Polygonaceae,Polygonaceae.png,Polygonum_Rumex sp. ,Polygonum_Rumex.png,,,,,,,
Portulaca oleracea L.,Portulacaceae,Portulacaceae.png,Portulaca,Portulaca.png,575,500575,Porcellana comune,https://www.actaplantarum.org/z_forum/immag/imm.php?i=144276,Entità commestibile Entità officinale; Uso cosmetico profumiero,https://it.wikipedia.org/wiki/Portulaca_oleracea,https://species.wikimedia.org/wiki/Portulaca_oleracea
Portulaca sp.,Portulacaceae,Portulacaceae.png,Portulaca,Portulaca.png,,,,,,https://it.wikipedia.org/wiki/Portulaca,https://species.wikimedia.org/wiki/Portulaca
Posidonia oceanica (L.) Delile,Potamogetonaceae,Potamogetonaceae.png,Posidonia oceanica,Posidonia.png,6727,506727,Posidonia,https://www.actaplantarum.org/z_forum/immag/imm.php?i=188984,Uso artigianale,https://it.wikipedia.org/wiki/Posidonia_oceanica,https://species.wikimedia.org/wiki/Posidonia_oceanica
Potamogeton natans L.,Potamogetonaceae,Potamogetonaceae.png,Potamogeton natans,Potamogeton.png,6705,506705,"Brasca comune, Lingua d'acqua comune",https://www.actaplantarum.org/z_forum/immag/imm.php?i=363668,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Potamogeton_natans,https://species.wikimedia.org/wiki/Potamogeton_natans
Lysimachia sp.,Primulaceae,Primulaceae.png,Lysimachia,Lysimachia.png,,,,,,https://it.wikipedia.org/wiki/Lysimachia,https://species.wikimedia.org/wiki/Lysimachia
Lysimachia talaverae L.Sáez & Aymerich,Primulaceae,Primulaceae.png,Lysimachia,Lysimachia.png,3821,503821,Centonchio a fiore piccolo,https://www.actaplantarum.org/z_forum/immag/imm.php?i=275205,Entità officinale,,https://species.wikimedia.org/wiki/Lysimachia_talaverae
Adonis annua L.,Ranunculaceae,Ranunculaceae.png,Adonis,Adonis.png,1076,501076,"Adonide annua, Adonide annuale",https://www.actaplantarum.org/z_forum/immag/imm.php?i=64577,Entità officinale,https://it.wikipedia.org/wiki/Adonis_annua,https://species.wikimedia.org/wiki/Adonis_annua
Adonis sp.,Ranunculaceae,Ranunculaceae.png,Adonis,Adonis.png,,,,,,https://it.wikipedia.org/wiki/Adonis,https://species.wikimedia.org/wiki/Adonis
Ranunculaceae ND,Ranunculaceae,Ranunculaceae.png,ND,Ranunculaceae.png,11728,511728,Bupleuro ranuncoloide,https://www.actaplantarum.org/z_forum/immag/imm.php?i=371755,Nessun utilizzo noto,,
Ranunculus aquatilis L.,Ranunculaceae,Ranunculaceae.png,Ranunculus,Ranunculus.png,1174,501174,Ranuncolo acquatico,,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Ranunculus_aquatilis,https://species.wikimedia.org/wiki/Ranunculus_aquatilis
Ranunculus arvensis L.,Ranunculaceae,Ranunculaceae.png,Ranunculus,Ranunculus.png,1122,501122,Ranuncolo dei campi,https://www.actaplantarum.org/z_forum/immag/imm.php?i=280914,Entità officinale,https://it.wikipedia.org/wiki/Ranunculus_arvensis,https://species.wikimedia.org/wiki/Ranunculus_arvensis
Ranunculus bulbosus L.,Ranunculaceae,Ranunculaceae.png,Ranunculus,Ranunculus.png,1107,501107,Ranuncolo bulboso,https://www.actaplantarum.org/z_forum/immag/imm.php?i=599806,Entità officinale,https://it.wikipedia.org/wiki/Ranunculus_bulbosus,https://species.wikimedia.org/wiki/Ranunculus_bulbosus
Ranunculus flammula L.,Ranunculaceae,Ranunculaceae.png,Ranunculus,Ranunculus.png,1156,501156,"Ranuncolo delle passere, Ranuncolo fiammola",https://www.actaplantarum.org/z_forum/immag/imm.php?i=85900,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Ranunculus_flammula,https://species.wikimedia.org/wiki/Ranunculus_flammula
Ranunculus repens L.,Ranunculaceae,Ranunculaceae.png,Ranunculus,Ranunculus.png,1091,501091,Ranuncolo strisciante,https://www.actaplantarum.org/z_forum/immag/imm.php?i=31592,Entità officinale,https://it.wikipedia.org/wiki/Ranunculus_repens,https://species.wikimedia.org/wiki/Ranunculus_repens
Ranunculus sardous Crantz,Ranunculaceae,Ranunculaceae.png,Ranunculus,Ranunculus.png,1110,501110,Ranuncolo sardo,https://www.actaplantarum.org/z_forum/immag/imm.php?i=51980,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Ranunculus_sardous,https://species.wikimedia.org/wiki/Ranunculus_sardous
Ranunculus sceleratus L.,Ranunculaceae,Ranunculaceae.png,Ranunculus,Ranunculus.png,1144,501144,"Ranuncolo tossico, Ranuncolo di palude, Ranuncolo scellerato, Sardonia",https://www.actaplantarum.org/z_forum/immag/imm.php?i=388945,Entità officinale,https://it.wikipedia.org/wiki/Ranunculus_sceleratus,https://species.wikimedia.org/wiki/Ranunculus_sceleratus
Ranunculus sp.,Ranunculaceae,Ranunculaceae.png,Ranunculus,Ranunculus.png,,,,,,https://it.wikipedia.org/wiki/Ranunculus,https://species.wikimedia.org/wiki/Ranunculus
Reseda lutea L. subsp. lutea,Resedaceae,Resedaceae.png,Reseda lutea,Reseda.png,1697,501697,"Reseda comune, Reseda gialla",https://www.actaplantarum.org/z_forum/immag/imm.php?i=17853,Entità officinale; Entità mellifera; Uso artigianale,https://en.wikipedia.org/wiki/Reseda_lutea,https://species.wikimedia.org/wiki/Reseda_lutea
Rhamnus alaternus L. subsp. alaternus,Rhamnaceae,Rhamnaceae.png,Rhamnus sp.,Rhamnus.png,3064,503064,"Ranno lanterno, Alaterno, Legno puzzo",https://www.actaplantarum.org/z_forum/immag/imm.php?i=13607,Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Rhamnus_alaternus,https://species.wikimedia.org/wiki/Rhamnus_alaternus
Rhamnus sp.,Rhamnaceae,Rhamnaceae.png,Rhamnus sp.,Rhamnus.png,,,,,,https://it.wikipedia.org/wiki/Rhamnus,https://species.wikimedia.org/wiki/Rhamnus
Phillyrea/Rhamnus sp. ,Rhamnaceae,Rhamnaceae.png,Phillyrea/Rhamnus sp. ,Phillyrea/Rhamnus.png,,,,,,,
Agrimonia eupatoria L. subsp. eupatoria,Rosaceae,Rosaceae.png,Agrimonia eupatoria,Agrimonia.png,1995,501995,"Agrimonia comune, Eupatoria, Agrimonia",https://www.actaplantarum.org/z_forum/immag/imm.php?i=655762,Entità commestibile Entità officinale; Uso artigianale,https://it.wikipedia.org/wiki/Agrimonia_eupatoria,https://species.wikimedia.org/wiki/Agrimonia_eupatoria
Crataegus laevigata (Poir.) DC.,Rosaceae,Rosaceae.png,Crataegus,Crataegus.png,2207,502207,Biancospino selvatico,https://www.actaplantarum.org/z_forum/immag/imm.php?i=39555,Entità commestibile Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://en.wikipedia.org/wiki/Crataegus_laevigata,https://species.wikimedia.org/wiki/Crataegus_laevigata
Crataegus sp.,Rosaceae,Rosaceae.png,Crataegus,Crataegus.png,,,,,,https://it.wikipedia.org/wiki/Crataegus,https://species.wikimedia.org/wiki/Crataegus
Fragaria sp.,Rosaceae,Rosaceae.png,Fragaria,Fragaria.png,,,,,,https://it.wikipedia.org/wiki/Fragaria,https://species.wikimedia.org/wiki/Fragaria
Fragaria vesca L. subsp. vesca,Rosaceae,Rosaceae.png,Fragaria,Fragaria.png,2073,502073,"Fragola comune, Fragolina di bosco",https://www.actaplantarum.org/z_forum/immag/imm.php?i=10966,Entità commestibile Entità officinale; Uso cosmetico profumiero,https://it.wikipedia.org/wiki/Fragaria_vesca,https://species.wikimedia.org/wiki/Fragaria_vesca
Malus domestica (Suckow) Borkh.,Rosaceae,Rosaceae.png,Malus,Malus.png,2175,502175,"Melo comune, Melo piccolo",https://www.actaplantarum.org/z_forum/immag/imm.php?i=593757,Entità commestibile Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Malus_domestica,https://species.wikimedia.org/wiki/Malus_domestica
Malus sp.,Rosaceae,Rosaceae.png,Malus,Malus.png,,,,,,https://it.wikipedia.org/wiki/Malus,https://species.wikimedia.org/wiki/Malus
Malus sylvestris (L.) Mill.,Rosaceae,Rosaceae.png,Malus,Malus.png,2174,502174,Melo selvatico,https://www.actaplantarum.org/z_forum/immag/imm.php?i=60248,Entità commestibile Entità officinale; Uso forestale,https://it.wikipedia.org/wiki/Malus_sylvestris,https://species.wikimedia.org/wiki/Malus_sylvestris
Potentilla sp.,Rosaceae,Rosaceae.png,Potentilla sp.,Potentilla.png,,,,,,https://it.wikipedia.org/wiki/Potentilla,https://species.wikimedia.org/wiki/Potentilla
Poterium sanguisorba L.,Rosaceae,Rosaceae.png,Poterium sanguisorba,Poterium.png,2002,502002,"Salvastrella minore, Bibinella",https://www.actaplantarum.org/z_forum/immag/imm.php?i=651413,Entità commestibile Entità officinale,https://en.wikipedia.org/wiki/Poterium_sanguisorba,https://species.wikimedia.org/wiki/Poterium_sanguisorba
Prunus avium (L.) L.,Rosaceae,Rosaceae.png,Prunus avium,Prunus_avium.png,2229,502229,"Ciliegio, Ciliegio selvatico",https://www.actaplantarum.org/z_forum/immag/imm.php?i=88832,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Prunus_avium,https://species.wikimedia.org/wiki/Prunus_avium
Prunus avium/cerasus,Rosaceae,Rosaceae.png,Prunus avium/cerasus,Prunus_avium_cerasus.png,,,,,,,
Prunus domestica L.,Rosaceae,Rosaceae.png,Prunus domestica,Prunus_domestica.png,2223,502223,"Pruno, Susino",https://www.actaplantarum.org/z_forum/immag/imm.php?i=580967,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Prunus_domestica,https://species.wikimedia.org/wiki/Prunus_domestica
Prunus domestica/spinosa,Rosaceae,Rosaceae.png,Prunus domestica/spinosa,Prunus_domestica_spinosa.png,,,,,,,
Prunus dulcis (Mill.) D.A.Webb,Rosaceae,Rosaceae.png,Prunus dulcis,Prunus_dulcis.png,2217,502217,Mandorlo,https://www.actaplantarum.org/z_forum/immag/imm.php?i=576140,Entità commestibile Entità officinale; Uso cosmetico profumiero Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Prunus_dulcis,https://species.wikimedia.org/wiki/Prunus_dulcis
Prunus mahaleb L.,Rosaceae,Rosaceae.png,Prunus mahaleb,Prunus_mahaleb.png,2231,502231,Ciliegio canino,https://www.actaplantarum.org/z_forum/immag/imm.php?i=107243,Entità commestibile; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Prunus_mahaleb,https://species.wikimedia.org/wiki/Prunus_mahaleb
Prunus mahaleb L. subsp. mahaleb,Rosaceae,Rosaceae.png,Prunus mahaleb,Prunus_mahaleb.png,9405,509405,Ciliegio canino,,Nessun utilizzo noto,https://it.wikipedia.org/wiki/Prunus_mahaleb,https://species.wikimedia.org/wiki/Prunus_mahaleb
Prunus padus L. subsp. padus,Rosaceae,Rosaceae.png,Prunus padus,Prunus_padus.png,2234,502234,"Pado, Pado comune, Ciliegio a grappoli",,Entità officinale; Uso forestale,https://it.wikipedia.org/wiki/Prunus_padus,https://species.wikimedia.org/wiki/Prunus_padus
Prunus persica (L.) Batsch,Rosaceae,Rosaceae.png,Prunus persica,Prunus_persica.png,2216,502216,Pesco,https://www.actaplantarum.org/z_forum/immag/imm.php?i=170755,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Prunus_persica,https://species.wikimedia.org/wiki/Prunus_persica
Prunus sp.,Rosaceae,Rosaceae.png,Prunus sp.,Prunus.png,,,,,,https://it.wikipedia.org/wiki/Prunus,https://species.wikimedia.org/wiki/Prunus
Prunus spinosa L. subsp. spinosa,Rosaceae,Rosaceae.png,Prunus spinosa,Prunus_spinosa.png,2222,502222,"Pruno selvatico, Prugnolo, Vegro",https://www.actaplantarum.org/z_forum/immag/imm.php?i=4755,Entità commestibile Entità officinale; Uso forestale; Uso artigianale,https://it.wikipedia.org/wiki/Prunus_spinosa,https://species.wikimedia.org/wiki/Prunus_spinosa
